product_id,year_month,monthly_qty,monthly_revenue,monthly_profit,monthly_transactions,avg_discount,promo_flag,lag_1,lag_2,lag_3,rolling_3,rolling_6,year,month,quarter,month_sin,month_cos,current_stock,reorder_level,safety_stock,lead_time_days,max_capacity,stockout_days,stockout_flag,supplier_id,delivery_lead_time_days,reliability_score
2,2024-01-01,4.0,29291.48,11404.57,1.0,0.06,0.0,1.0,9.0,10.0,4.666666666666667,5.833333333333333,2024,1,1,0.49999999999999994,0.8660254037844387,304,45,8,16,1431,0.0,0,7,29,0.8
2,2024-02-01,4.0,26097.48,8210.55,2.0,0.145,1.0,4.0,1.0,9.0,3.0,5.833333333333333,2024,2,1,0.8660254037844386,0.5000000000000001,304,45,8,16,1431,0.0,0,7,29,0.8
2,2024-03-01,7.0,51415.92,20113.8,2.0,0.07,0.0,4.0,4.0,1.0,5.0,5.833333333333333,2024,3,1,1.0,6.123233995736766e-17,304,45,8,16,1431,0.0,0,7,29,0.8
2,2024-04-01,6.0,38016.619999999995,11186.23,2.0,0.195,0.0,7.0,4.0,4.0,5.666666666666667,5.166666666666667,2024,4,2,0.8660254037844387,-0.4999999999999998,304,45,8,16,1431,0.0,0,7,29,0.8
2,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,4.0,4.333333333333333,3.6666666666666665,2024,5,2,0.49999999999999994,-0.8660254037844387,304,45,8,16,1431,0.0,0,7,29,0.8
2,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,3.5,2024,6,2,1.2246467991473532e-16,-1.0,304,45,8,16,1431,0.0,0,7,29,0.8
3,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,1,1,0.49999999999999994,0.8660254037844387,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-02-01,11.0,96414.43,-411.2199999999998,2.0,0.19,1.0,0.0,0.0,0.0,5.5,5.5,2023,2,1,0.8660254037844386,0.5000000000000001,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-03-01,9.0,84310.02,5089.01,1.0,0.11,0.0,11.0,0.0,0.0,6.666666666666667,6.666666666666667,2023,3,1,1.0,6.123233995736766e-17,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-04-01,6.0,56838.18,4024.21,1.0,0.1,0.0,9.0,11.0,0.0,8.666666666666666,6.5,2023,4,2,0.8660254037844387,-0.4999999999999998,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,11.0,5.0,5.2,2023,5,2,0.49999999999999994,-0.8660254037844387,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,2.0,4.333333333333333,2023,6,2,1.2246467991473532e-16,-1.0,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.333333333333333,2023,7,3,-0.4999999999999997,-0.8660254037844388,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-08-01,5.0,44207.5,195.83,1.0,0.16,0.0,0.0,0.0,0.0,1.6666666666666667,3.3333333333333335,2023,8,3,-0.8660254037844385,-0.5000000000000004,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-09-01,17.0,167777.91,18138.3,2.0,0.060000000000000005,0.0,5.0,0.0,0.0,7.333333333333333,4.666666666666667,2023,9,3,-1.0,-1.8369701987210297e-16,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,7.333333333333333,3.6666666666666665,2023,10,4,-0.8660254037844386,0.5000000000000001,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-11-01,4.0,39049.95,3840.62,2.0,0.055,0.0,0.0,17.0,5.0,7.0,4.333333333333333,2023,11,4,-0.5000000000000004,0.8660254037844384,83,34,94,11,1017,0.0,0,8,10,0.98
3,2023-12-01,2.0,19577.6,1972.94,1.0,0.07,0.0,4.0,0.0,17.0,2.0,4.666666666666667,2023,12,4,-2.4492935982947064e-16,1.0,83,34,94,11,1017,0.0,0,8,10,0.98
3,2024-01-01,8.0,65679.68,-4738.96,1.0,0.22,1.0,2.0,4.0,0.0,4.666666666666667,6.0,2024,1,1,0.49999999999999994,0.8660254037844387,83,34,94,11,1017,0.0,0,8,10,0.98
3,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,3.3333333333333335,5.166666666666667,2024,2,1,0.8660254037844386,0.5000000000000001,83,34,94,11,1017,0.0,0,8,10,0.98
3,2024-03-01,7.0,55259.33,-6356.96,1.0,0.25,1.0,0.0,8.0,2.0,5.0,3.5,2024,3,1,1.0,6.123233995736766e-17,83,34,94,11,1017,0.0,0,8,10,0.98
3,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,2.3333333333333335,3.5,2024,4,2,0.8660254037844387,-0.4999999999999998,83,34,94,11,1017,0.0,0,8,10,0.98
3,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.3333333333333335,2.8333333333333335,2024,5,2,0.49999999999999994,-0.8660254037844387,83,34,94,11,1017,0.0,0,8,10,0.98
3,2024-06-01,7.0,59469.6,-2146.72,2.0,0.2,0.0,0.0,0.0,7.0,2.3333333333333335,3.6666666666666665,2024,6,2,1.2246467991473532e-16,-1.0,83,34,94,11,1017,0.0,0,8,10,0.98
4,2023-01-01,17.0,63855.5,21617.809999999998,3.0,0.14666666666666667,0.0,0.0,0.0,0.0,17.0,17.0,2023,1,1,0.49999999999999994,0.8660254037844387,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,8.5,8.5,2023,2,1,0.8660254037844386,0.5000000000000001,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-03-01,5.0,20393.4,7970.56,1.0,0.07,1.0,0.0,17.0,0.0,7.333333333333333,7.333333333333333,2023,3,1,1.0,6.123233995736766e-17,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,17.0,1.6666666666666667,5.5,2023,4,2,0.8660254037844387,-0.4999999999999998,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-05-01,6.0,24647.52,9740.1,2.0,0.13,1.0,0.0,5.0,0.0,3.6666666666666665,5.6,2023,5,2,0.49999999999999994,-0.8660254037844387,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-06-01,8.0,31226.08,11349.48,1.0,0.11,0.0,6.0,0.0,5.0,4.666666666666667,6.0,2023,6,2,1.2246467991473532e-16,-1.0,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-07-01,3.0,9867.78,2414.07,1.0,0.25,0.0,8.0,6.0,0.0,5.666666666666667,3.6666666666666665,2023,7,3,-0.4999999999999997,-0.8660254037844388,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-08-01,8.0,31138.31,11261.77,3.0,0.13,1.0,3.0,8.0,6.0,6.333333333333333,5.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,3.6666666666666665,4.166666666666667,2023,9,3,-1.0,-1.8369701987210297e-16,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-10-01,32.0,117887.07,38380.84,5.0,0.164,1.0,0.0,8.0,3.0,13.333333333333334,9.5,2023,10,4,-0.8660254037844386,0.5000000000000001,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-11-01,6.0,21533.67,6626.27,2.0,0.20500000000000002,1.0,32.0,0.0,8.0,12.666666666666666,9.5,2023,11,4,-0.5000000000000004,0.8660254037844384,421,46,108,7,1092,0.0,0,9,23,0.58
4,2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,0.0,12.666666666666666,8.166666666666666,2023,12,4,-2.4492935982947064e-16,1.0,421,46,108,7,1092,0.0,0,9,23,0.58
4,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,2.0,7.666666666666667,2024,1,1,0.49999999999999994,0.8660254037844387,421,46,108,7,1092,0.0,0,9,23,0.58
4,2024-02-01,2.0,7631.08,2661.94,1.0,0.13,1.0,0.0,0.0,6.0,0.6666666666666666,6.666666666666667,2024,2,1,0.8660254037844386,0.5000000000000001,421,46,108,7,1092,0.0,0,9,23,0.58
4,2024-03-01,12.0,41356.98,11542.119999999999,2.0,0.215,0.0,2.0,0.0,0.0,4.666666666666667,8.666666666666666,2024,3,1,1.0,6.123233995736766e-17,421,46,108,7,1092,0.0,0,9,23,0.58
4,2024-04-01,9.0,33945.12,11584.03,1.0,0.14,0.0,12.0,2.0,0.0,7.666666666666667,4.833333333333333,2024,4,2,0.8660254037844387,-0.4999999999999998,421,46,108,7,1092,0.0,0,9,23,0.58
4,2024-05-01,10.0,40260.579999999994,15414.84,2.0,0.13,1.0,9.0,12.0,2.0,10.333333333333334,5.5,2024,5,2,0.49999999999999994,-0.8660254037844387,421,46,108,7,1092,0.0,0,9,23,0.58
4,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,12.0,6.333333333333333,5.5,2024,6,2,1.2246467991473532e-16,-1.0,421,46,108,7,1092,0.0,0,9,23,0.58
5,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,1,1,0.49999999999999994,0.8660254037844387,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2,1,0.8660254037844386,0.5000000000000001,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,3,1,1.0,6.123233995736766e-17,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-04-01,3.0,30498.739999999998,8536.14,2.0,0.02,1.0,0.0,0.0,0.0,1.0,0.75,2023,4,2,0.8660254037844387,-0.4999999999999998,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-05-01,25.0,221038.37,38016.66,4.0,0.14,0.0,3.0,0.0,0.0,9.333333333333334,5.6,2023,5,2,0.49999999999999994,-0.8660254037844387,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,9.333333333333334,4.666666666666667,2023,6,2,1.2246467991473532e-16,-1.0,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,8.333333333333334,4.666666666666667,2023,7,3,-0.4999999999999997,-0.8660254037844388,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-08-01,5.0,48591.25,11986.88,1.0,0.06,0.0,0.0,0.0,25.0,1.6666666666666667,5.5,2023,8,3,-0.8660254037844385,-0.5000000000000004,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-09-01,2.0,15921.38,1279.64,1.0,0.23,0.0,5.0,0.0,0.0,2.3333333333333335,5.833333333333333,2023,9,3,-1.0,-1.8369701987210297e-16,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-10-01,5.0,46006.6,9402.24,1.0,0.11,0.0,2.0,5.0,0.0,4.0,6.166666666666667,2023,10,4,-0.8660254037844386,0.5000000000000001,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.3333333333333335,2.0,2023,11,4,-0.5000000000000004,0.8660254037844384,193,10,13,14,1532,0.0,0,2,11,0.61
5,2023-12-01,9.0,88394.67,22506.86,1.0,0.05,0.0,0.0,5.0,2.0,4.666666666666667,3.5,2023,12,4,-2.4492935982947064e-16,1.0,193,10,13,14,1532,0.0,0,2,11,0.61
5,2024-01-01,1.0,9201.32,1880.45,1.0,0.11,0.0,9.0,0.0,5.0,3.3333333333333335,3.6666666666666665,2024,1,1,0.49999999999999994,0.8660254037844387,193,10,13,14,1532,0.0,0,2,11,0.61
5,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,3.3333333333333335,2.8333333333333335,2024,2,1,0.8660254037844386,0.5000000000000001,193,10,13,14,1532,0.0,0,2,11,0.61
5,2024-03-01,8.0,64512.600000000006,5945.650000000001,2.0,0.22999999999999998,1.0,0.0,1.0,9.0,3.0,3.8333333333333335,2024,3,1,1.0,6.123233995736766e-17,193,10,13,14,1532,0.0,0,2,11,0.61
5,2024-04-01,5.0,43008.4,6404.0599999999995,2.0,0.105,0.0,8.0,0.0,1.0,4.333333333333333,3.8333333333333335,2024,4,2,0.8660254037844387,-0.4999999999999998,193,10,13,14,1532,0.0,0,2,11,0.61
5,2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.333333333333333,3.8333333333333335,2024,5,2,0.49999999999999994,-0.8660254037844387,193,10,13,14,1532,0.0,0,2,11,0.61
5,2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1.6666666666666667,2.3333333333333335,2024,6,2,1.2246467991473532e-16,-1.0,193,10,13,14,1532,0.0,0,2,11,0.61
6,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,1,1,0.49999999999999994,0.8660254037844387,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2,1,0.8660254037844386,0.5000000000000001,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-03-01,10.0,90534.78,9711.61,2.0,0.08499999999999999,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,2023,3,1,1.0,6.123233995736766e-17,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-04-01,7.0,53565.61,-3010.64,1.0,0.23,0.0,10.0,0.0,0.0,5.666666666666667,4.25,2023,4,2,0.8660254037844387,-0.4999999999999998,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,5.666666666666667,3.4,2023,5,2,0.49999999999999994,-0.8660254037844387,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-06-01,5.0,47205.3,6793.71,1.0,0.05,0.0,0.0,7.0,10.0,4.0,3.6666666666666665,2023,6,2,1.2246467991473532e-16,-1.0,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-07-01,15.0,134957.51,13722.699999999999,2.0,0.09999999999999999,0.0,5.0,0.0,7.0,6.666666666666667,6.166666666666667,2023,7,3,-0.4999999999999997,-0.8660254037844388,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,6.666666666666667,6.166666666666667,2023,8,3,-0.8660254037844385,-0.5000000000000004,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,5.0,4.5,2023,9,3,-1.0,-1.8369701987210297e-16,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.3333333333333335,2023,10,4,-0.8660254037844386,0.5000000000000001,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-11-01,8.0,70758.24,6099.72,1.0,0.11,0.0,0.0,0.0,0.0,2.6666666666666665,4.666666666666667,2023,11,4,-0.5000000000000004,0.8660254037844384,571,152,9,26,1615,0.0,0,2,11,0.61
6,2023-12-01,1.0,7552.85,-529.47,1.0,0.24,0.0,8.0,0.0,0.0,3.0,4.0,2023,12,4,-2.4492935982947064e-16,1.0,571,152,9,26,1615,0.0,0,2,11,0.61
6,2024-01-01,6.0,53664.96,5171.06,1.0,0.1,1.0,1.0,8.0,0.0,5.0,2.5,2024,1,1,0.49999999999999994,0.8660254037844387,571,152,9,26,1615,0.0,0,2,11,0.61
6,2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,8.0,2.3333333333333335,2.5,2024,2,1,0.8660254037844386,0.5000000000000001,571,152,9,26,1615,0.0,0,2,11,0.61
6,2024-03-01,14.0,119653.03,6500.560000000001,2.0,0.14,0.0,0.0,6.0,1.0,6.666666666666667,4.833333333333333,2024,3,1,1.0,6.123233995736766e-17,571,152,9,26,1615,0.0,0,2,11,0.61
6,2024-04-01,19.0,160398.68,6834.6,3.0,0.15,0.0,14.0,0.0,6.0,11.0,8.0,2024,4,2,0.8660254037844387,-0.4999999999999998,571,152,9,26,1615,0.0,0,2,11,0.61
6,2024-05-01,1.0,9540.44,1458.12,1.0,0.04,0.0,19.0,14.0,0.0,11.333333333333334,6.833333333333333,2024,5,2,0.49999999999999994,-0.8660254037844387,571,152,9,26,1615,0.0,0,2,11,0.61
6,2024-06-01,9.0,88547.22,15806.34,1.0,0.01,0.0,1.0,19.0,14.0,9.666666666666666,8.166666666666666,2024,6,2,1.2246467991473532e-16,-1.0,571,152,9,26,1615,0.0,0,2,11,0.61
7,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,1,1,0.49999999999999994,0.8660254037844387,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-02-01,6.0,8068.02,2266.08,2.0,0.06,1.0,0.0,0.0,0.0,3.0,3.0,2023,2,1,0.8660254037844386,0.5000000000000001,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-03-01,4.0,4634.84,766.86,1.0,0.19,0.0,6.0,0.0,0.0,3.3333333333333335,3.3333333333333335,2023,3,1,1.0,6.123233995736766e-17,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-04-01,9.0,10299.6,1596.69,1.0,0.2,0.0,4.0,6.0,0.0,6.333333333333333,4.75,2023,4,2,0.8660254037844387,-0.4999999999999998,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-05-01,6.0,8268.26,2466.36,2.0,0.05,0.0,9.0,4.0,6.0,6.333333333333333,5.0,2023,5,2,0.49999999999999994,-0.8660254037844387,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,4.0,5.0,4.166666666666667,2023,6,2,1.2246467991473532e-16,-1.0,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-07-01,7.0,9913.4,3144.43,1.0,0.01,0.0,0.0,6.0,9.0,4.333333333333333,5.333333333333333,2023,7,3,-0.4999999999999997,-0.8660254037844388,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-08-01,8.0,10585.7,2849.78,2.0,0.07,0.0,7.0,0.0,6.0,5.0,5.666666666666667,2023,8,3,-0.8660254037844385,-0.5000000000000004,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,5.0,5.0,2023,9,3,-1.0,-1.8369701987210297e-16,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.6666666666666665,3.5,2023,10,4,-0.8660254037844386,0.5000000000000001,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.5,2023,11,4,-0.5000000000000004,0.8660254037844384,789,46,60,15,1130,0.0,0,5,17,0.61
7,2023-12-01,1.0,1158.71,191.72,1.0,0.19,0.0,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,2023,12,4,-2.4492935982947064e-16,1.0,789,46,60,15,1130,0.0,0,5,17,0.61
7,2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.5,2024,1,1,0.49999999999999994,0.8660254037844387,789,46,60,15,1130,0.0,0,5,17,0.61
7,2024-02-01,11.0,14390.87,3753.94,2.0,0.11499999999999999,0.0,0.0,1.0,0.0,4.0,2.0,2024,2,1,0.8660254037844386,0.5000000000000001,789,46,60,15,1130,0.0,0,5,17,0.61
7,2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3.6666666666666665,2.0,2024,3,1,1.0,6.123233995736766e-17,789,46,60,15,1130,0.0,0,5,17,0.61
7,2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.6666666666666665,2.0,2024,4,2,0.8660254037844387,-0.4999999999999998,789,46,60,15,1130,0.0,0,5,17,0.61
