product_id,year_month,current_stock,reorder_level,safety_stock,lead_time_days,max_capacity,supplier_id,delivery_lead_time_days,reliability_score,year,month,quarter,month_sin,month_cos,monthly_transactions,avg_discount,promo_flag,stockout_days,stockout_flag,lag_1,lag_2,lag_3,rolling_3,rolling_6,monthly_qty
3,2025-01-01,83,34,94,11,1017,8,10,0.98,2025,1,1,0.49999999999999994,0.8660254037844387,0.7777777777777778,0.07861111111111112,0,0,0,-0.25594714283943176,-0.33655408024787903,-0.23920616507530212,-0.2772357960542043,-0.08812289933363597,0.033520628
3,2025-02-01,83,34,94,11,1017,8,10,0.98,2025,2,1,0.8660254037844386,0.5000000000000001,0.7777777777777778,0.07861111111111112,0,0,0,0.03352062776684761,-0.25594714283943176,-0.33655408024787903,-0.18632686510682106,-0.02286363330980142,-0.0333255
3,2025-03-01,83,34,94,11,1017,8,10,0.98,2025,3,1,1.0,6.123233995736766e-17,0.7777777777777778,0.07861111111111112,0,0,0,-0.033325500786304474,0.03352062776684761,-0.25594714283943176,-0.08525067195296288,0.05599108524620533,-0.16553771
3,2025-04-01,83,34,94,11,1017,8,10,0.98,2025,4,2,0.8660254037844387,-0.4999999999999998,0.7777777777777778,0.07861111111111112,0,0,0,-0.16553771495819092,-0.033325500786304474,0.03352062776684761,-0.05511419599254926,-0.1661749960233768,-0.16553771
3,2025-05-01,83,34,94,11,1017,8,10,0.98,2025,5,2,0.49999999999999994,-0.8660254037844387,0.7777777777777778,0.07861111111111112,0,0,0,-0.16553771495819092,-0.16553771495819092,-0.033325500786304474,-0.12146697690089543,-0.15389692100385824,-0.17538887
3,2025-06-01,83,34,94,11,1017,8,10,0.98,2025,6,2,1.2246467991473532e-16,-1.0,0.7777777777777778,0.07861111111111112,0,0,0,-0.1753888726234436,-0.16553771495819092,-0.16553771495819092,-0.1688214341799418,-0.12703605306645235,-0.17538887
4,2024-07-01,421,46,108,7,1092,9,23,0.58,2024,7,3,-0.4999999999999997,-0.8660254037844388,1.3333333333333333,0.10114814814814815,0,0,0,0.0,10.0,9.0,6.333333333333333,5.5,7.4371867
4,2024-08-01,421,46,108,7,1092,9,23,0.58,2024,8,3,-0.8660254037844385,-0.5000000000000004,1.3333333333333333,0.10114814814814815,0,0,0,7.4371867179870605,0.0,10.0,5.8123955726623535,6.73953111966451,9.339613
4,2024-09-01,421,46,108,7,1092,9,23,0.58,2024,9,3,-1.0,-1.8369701987210297e-16,1.3333333333333333,0.10114814814814815,0,0,0,9.33961296081543,7.4371867179870605,0.0,5.59226655960083,7.962799946467082,2.5331352
4,2024-10-01,421,46,108,7,1092,9,23,0.58,2024,10,4,-0.8660254037844386,0.5000000000000001,1.3333333333333333,0.10114814814814815,0,0,0,2.533135175704956,9.33961296081543,7.4371867179870605,6.436644951502482,6.384989142417908,7.5701394
4,2024-11-01,421,46,108,7,1092,9,23,0.58,2024,11,4,-0.5000000000000004,0.8660254037844384,1.3333333333333333,0.10114814814814815,0,0,0,7.570139408111572,2.533135175704956,9.33961296081543,6.480962514877319,6.146679043769836,7.4855905
4,2024-12-01,421,46,108,7,1092,9,23,0.58,2024,12,4,-2.4492935982947064e-16,1.0,1.3333333333333333,0.10114814814814815,0,0,0,7.48559045791626,7.570139408111572,2.533135175704956,5.86295501391093,5.727610786755879,2.9892633
4,2025-01-01,421,46,108,7,1092,9,23,0.58,2025,1,1,0.49999999999999994,0.8660254037844387,1.3333333333333333,0.10114814814814815,0,0,0,2.9892632961273193,7.48559045791626,7.570139408111572,6.014997720718384,6.225821336110433,6.8072
4,2025-02-01,421,46,108,7,1092,9,23,0.58,2025,2,1,0.8660254037844386,0.5000000000000001,1.3333333333333333,0.10114814814814815,0,0,0,6.807199954986572,2.9892632961273193,7.48559045791626,5.760684569676717,6.1208235422770185,7.330081
4,2025-03-01,421,46,108,7,1092,9,23,0.58,2025,3,1,1.0,6.123233995736766e-17,1.3333333333333333,0.10114814814814815,0,0,0,7.330080986022949,6.807199954986572,2.9892632961273193,5.708848079045613,5.7859015464782715,3.9438457
4,2025-04-01,421,46,108,7,1092,9,23,0.58,2025,4,2,0.8660254037844387,-0.4999999999999998,1.3333333333333333,0.10114814814814815,0,0,0,3.943845748901367,7.330080986022949,6.807199954986572,6.027042229970296,6.02101997534434,7.2029085
4,2025-05-01,421,46,108,7,1092,9,23,0.58,2025,5,2,0.49999999999999994,-0.8660254037844387,1.3333333333333333,0.10114814814814815,0,0,0,7.202908515930176,3.943845748901367,7.330080986022949,6.158945083618164,5.959814826647441,6.855252
4,2025-06-01,421,46,108,7,1092,9,23,0.58,2025,6,2,1.2246467991473532e-16,-1.0,1.3333333333333333,0.10114814814814815,0,0,0,6.855251789093018,7.202908515930176,3.943845748901367,6.0006686846415205,5.854758381843567,5.41334
5,2024-07-01,193,10,13,14,1532,2,11,0.61,2024,7,3,-0.4999999999999997,-0.8660254037844388,0.8333333333333334,0.05861111111111111,0,0,0,0.0,0.0,5.0,1.6666666666666667,2.3333333333333335,0.774989
5,2024-08-01,193,10,13,14,1532,2,11,0.61,2024,8,3,-0.8660254037844385,-0.5000000000000004,0.8333333333333334,0.05861111111111111,0,0,0,0.7749890089035034,0.0,0.0,0.25832966963450116,2.2958315014839172,-0.18856792
5,2024-09-01,193,10,13,14,1532,2,11,0.61,2024,9,3,-1.0,-1.8369701987210297e-16,0.8333333333333334,0.05861111111111111,0,0,0,-0.18856792151927948,0.7749890089035034,0.0,0.1954736957947413,2.2644035145640373,-0.18856792
5,2024-10-01,193,10,13,14,1532,2,11,0.61,2024,10,4,-0.8660254037844386,0.5000000000000001,0.8333333333333334,0.05861111111111111,0,0,0,-0.18856792151927948,-0.18856792151927948,0.7749890089035034,0.13261772195498148,0.899642194310824,-0.13169141
5,2024-11-01,193,10,13,14,1532,2,11,0.61,2024,11,4,-0.5000000000000004,0.8660254037844384,0.8333333333333334,0.05861111111111111,0,0,0,-0.13169141113758087,-0.18856792151927948,-0.18856792151927948,-0.16960908472537994,0.0443602924545606,-0.08156298
5,2024-12-01,193,10,13,14,1532,2,11,0.61,2024,12,4,-2.4492935982947064e-16,1.0,0.8333333333333334,0.05861111111111111,0,0,0,-0.08156298100948334,-0.13169141113758087,-0.18856792151927948,-0.13394077122211456,0.030766462286313374,-0.08156298
5,2025-01-01,193,10,13,14,1532,2,11,0.61,2025,1,1,0.49999999999999994,0.8660254037844387,0.8333333333333334,0.05861111111111111,0,0,0,-0.08156298100948334,-0.08156298100948334,-0.13169141113758087,-0.09827245771884918,0.01717263211806615,-0.020438764
5,2025-02-01,193,10,13,14,1532,2,11,0.61,2025,2,1,0.8660254037844386,0.5000000000000001,0.8333333333333334,0.05861111111111111,0,0,0,-0.02043876424431801,-0.08156298100948334,-0.08156298100948334,-0.06118824208776156,-0.11539866340657075,-0.019521639
5,2025-03-01,193,10,13,14,1532,2,11,0.61,2025,3,1,1.0,6.123233995736766e-17,0.8333333333333334,0.05861111111111111,0,0,0,-0.019521638751029968,-0.02043876424431801,-0.08156298100948334,-0.04050779466827711,-0.08722428294519584,-0.082921125
5,2025-04-01,193,10,13,14,1532,2,11,0.61,2025,4,2,0.8660254037844387,-0.4999999999999998,0.8333333333333334,0.05861111111111111,0,0,0,-0.08292112499475479,-0.019521638751029968,-0.02043876424431801,-0.040960509330034256,-0.06961648352444172,-0.082921125
5,2025-05-01,193,10,13,14,1532,2,11,0.61,2025,5,2,0.49999999999999994,-0.8660254037844387,0.8333333333333334,0.05861111111111111,0,0,0,-0.08292112499475479,-0.08292112499475479,-0.019521638751029968,-0.061787962913513184,-0.061488102500637375,-0.09277228
5,2025-06-01,193,10,13,14,1532,2,11,0.61,2025,6,2,1.2246467991473532e-16,-1.0,0.8333333333333334,0.05861111111111111,0,0,0,-0.09277228266000748,-0.08292112499475479,-0.08292112499475479,-0.08620484421650569,-0.0633563194423914,-0.09277228
6,2024-07-01,571,152,9,26,1615,2,11,0.61,2024,7,3,-0.4999999999999997,-0.8660254037844388,0.8888888888888888,0.06972222222222223,0,0,0,9.0,1.0,19.0,9.666666666666666,8.166666666666666,4.413542
6,2024-08-01,571,152,9,26,1615,2,11,0.61,2024,8,3,-0.8660254037844385,-0.5000000000000004,0.8888888888888888,0.06972222222222223,0,0,0,4.413541793823242,9.0,1.0,4.804513931274414,7.902256965637207,-0.6567411
6,2024-09-01,571,152,9,26,1615,2,11,0.61,2024,9,3,-1.0,-1.8369701987210297e-16,0.8888888888888888,0.06972222222222223,0,0,0,-0.6567410826683044,4.413541793823242,9.0,4.252266903718312,7.792800118525823,2.02996
6,2024-10-01,571,152,9,26,1615,2,11,0.61,2024,10,4,-0.8660254037844386,0.5000000000000001,0.8888888888888888,0.06972222222222223,0,0,0,2.0299599170684814,-0.6567410826683044,4.413541793823242,1.9289202094078064,5.797793438037236,0.31335196
6,2024-11-01,571,152,9,26,1615,2,11,0.61,2024,11,4,-0.5000000000000004,0.8660254037844384,0.8888888888888888,0.06972222222222223,0,0,0,0.31335195899009705,2.0299599170684814,-0.6567410826683044,0.5621902644634247,2.6833520978689194,-0.38047233
6,2024-12-01,571,152,9,26,1615,2,11,0.61,2024,12,4,-2.4492935982947064e-16,1.0,0.8888888888888888,0.06972222222222223,0,0,0,-0.380472332239151,0.31335195899009705,2.0299599170684814,0.6542798479398092,2.453273375829061,-0.092929065
6,2025-01-01,571,152,9,26,1615,2,11,0.61,2025,1,1,0.49999999999999994,0.8660254037844387,0.8888888888888888,0.06972222222222223,0,0,0,-0.09292906522750854,-0.380472332239151,0.31335195899009705,-0.053349812825520836,0.9377851982911428,-0.10094596
6,2025-02-01,571,152,9,26,1615,2,11,0.61,2025,2,1,0.8660254037844386,0.5000000000000001,0.8888888888888888,0.06972222222222223,0,0,0,-0.10094595700502396,-0.09292906522750854,-0.380472332239151,-0.19144911815722784,0.18537057315309843,-0.069879025
6,2025-03-01,571,152,9,26,1615,2,11,0.61,2025,3,1,1.0,6.123233995736766e-17,0.8888888888888888,0.06972222222222223,0,0,0,-0.06987902522087097,-0.10094595700502396,-0.09292906522750854,-0.08791801581780116,0.283180916061004,-0.12564863
6,2025-04-01,571,152,9,26,1615,2,11,0.61,2025,4,2,0.8660254037844387,-0.4999999999999998,0.8888888888888888,0.06972222222222223,0,0,0,-0.125648632645607,-0.06987902522087097,-0.10094595700502396,-0.09882453829050064,-0.07608717555801074,-0.12564863
6,2025-05-01,571,152,9,26,1615,2,11,0.61,2025,5,2,0.49999999999999994,-0.8660254037844387,0.8888888888888888,0.06972222222222223,0,0,0,-0.125648632645607,-0.125648632645607,-0.06987902522087097,-0.10705876350402832,-0.14925394083062807,-0.13549979
6,2025-06-01,571,152,9,26,1615,2,11,0.61,2025,6,2,1.2246467991473532e-16,-1.0,0.8888888888888888,0.06972222222222223,0,0,0,-0.13549979031085968,-0.125648632645607,-0.125648632645607,-0.12893235186735788,-0.10842518384257953,-0.13549979
7,2024-07-01,789,46,60,15,1130,5,17,0.61,2024,7,3,-0.4999999999999997,-0.8660254037844388,0.8333333333333334,0.06083333333333333,0,0,0,3.0,4.0,0.0,2.3333333333333335,3.0,-0.50692356
7,2024-08-01,789,46,60,15,1130,5,17,0.61,2024,8,3,-0.8660254037844385,-0.5000000000000004,0.8333333333333334,0.06083333333333333,0,0,0,-0.5069235563278198,3.0,4.0,2.1643588145573935,2.91551274061203,0.1225409
7,2024-09-01,789,46,60,15,1130,5,17,0.61,2024,9,3,-1.0,-1.8369701987210297e-16,0.8333333333333334,0.06083333333333333,0,0,0,0.1225408986210823,-0.5069235563278198,3.0,0.8718724474310875,1.1026028903822105,0.062012695
7,2024-10-01,789,46,60,15,1130,5,17,0.61,2024,10,4,-0.8660254037844386,0.5000000000000001,0.8333333333333334,0.06083333333333333,0,0,0,0.0620126947760582,0.1225408986210823,-0.5069235563278198,-0.10745665431022644,1.1129383395115535,-0.11741804
7,2024-11-01,789,46,60,15,1130,5,17,0.61,2024,11,4,-0.5000000000000004,0.8660254037844384,0.8333333333333334,0.06083333333333333,0,0,0,-0.11741804331541061,0.0620126947760582,0.1225408986210823,0.022378516693909962,1.0933686656256516,-0.10757597
7,2024-12-01,789,46,60,15,1130,5,17,0.61,2024,12,4,-2.4492935982947064e-16,1.0,0.8333333333333334,0.06083333333333333,0,0,0,-0.10757596790790558,-0.11741804331541061,0.0620126947760582,-0.054327105482419334,0.40877267097433406,-0.05492113
7,2025-01-01,789,46,60,15,1130,5,17,0.61,2025,1,1,0.49999999999999994,0.8660254037844387,0.8333333333333334,0.06083333333333333,0,0,0,-0.05492113158106804,-0.10757596790790558,-0.11741804331541061,-0.09330504760146141,-0.10038085095584393,0.06293958
7,2025-02-01,789,46,60,15,1130,5,17,0.61,2025,2,1,0.8660254037844386,0.5000000000000001,0.8333333333333334,0.06083333333333333,0,0,0,0.06293957680463791,-0.05492113158106804,-0.10757596790790558,-0.03318584089477857,-0.005403662100434303,0.063564405
7,2025-03-01,789,46,60,15,1130,5,17,0.61,2025,3,1,1.0,6.123233995736766e-17,0.8333333333333334,0.06083333333333333,0,0,0,0.06356440484523773,0.06293957680463791,-0.05492113158106804,0.023860950022935867,-0.015233077729741732,-0.068647735
7,2025-04-01,789,46,60,15,1130,5,17,0.61,2025,4,2,0.8660254037844387,-0.4999999999999998,0.8333333333333334,0.06083333333333333,0,0,0,-0.06864773482084274,0.06356440484523773,0.06293957680463791,0.01928541560967763,-0.03700981599589189,-0.068647735
7,2025-05-01,789,46,60,15,1130,5,17,0.61,2025,5,2,0.49999999999999994,-0.8660254037844387,0.8333333333333334,0.06083333333333333,0,0,0,-0.06864773482084274,-0.06864773482084274,0.06356440484523773,-0.024577021598815918,-0.028881431246797245,-0.07849889
7,2025-06-01,789,46,60,15,1130,5,17,0.61,2025,6,2,1.2246467991473532e-16,-1.0,0.8333333333333334,0.06083333333333333,0,0,0,-0.07849889248609543,-0.06864773482084274,-0.06864773482084274,-0.07193145404259364,-0.024035252009828884,-0.07849889
8,2024-07-01,442,150,100,12,541,5,17,0.61,2024,7,3,-0.4999999999999997,-0.8660254037844388,0.8888888888888888,0.06013888888888889,0,0,0,2.0,19.0,1.0,7.333333333333333,6.833333333333333,0.042600136
8,2024-08-01,442,150,100,12,541,5,17,0.61,2024,8,3,-0.8660254037844385,-0.5000000000000004,0.8888888888888888,0.06013888888888889,0,0,0,0.04260013625025749,2.0,19.0,7.014200045416753,5.507100022708376,4.992347
8,2024-09-01,442,150,100,12,541,5,17,0.61,2024,9,3,-1.0,-1.8369701987210297e-16,0.8888888888888888,0.06013888888888889,0,0,0,4.99234676361084,0.04260013625025749,2.0,2.344982299953699,6.3391578166435165,0.0047616884
8,2024-10-01,442,150,100,12,541,5,17,0.61,2024,10,4,-0.8660254037844386,0.5000000000000001,0.8888888888888888,0.06013888888888889,0,0,0,0.004761688411235809,4.99234676361084,0.04260013625025749,1.6799028627574444,4.506618098045389,-0.35072827
8,2024-11-01,442,150,100,12,541,5,17,0.61,2024,11,4,-0.5000000000000004,0.8660254037844384,0.8888888888888888,0.06013888888888889,0,0,0,-0.35072827339172363,0.004761688411235809,4.99234676361084,1.548793392876784,4.2814967191467685,0.45320264
8,2024-12-01,442,150,100,12,541,5,17,0.61,2024,12,4,-2.4492935982947064e-16,1.0,0.8888888888888888,0.06013888888888889,0,0,0,0.45320263504981995,-0.35072827339172363,0.004761688411235809,0.03574535002311071,1.190363824988405,-0.13757402
8,2025-01-01,442,150,100,12,541,5,17,0.61,2025,1,1,0.49999999999999994,0.8660254037844387,0.8888888888888888,0.06013888888888889,0,0,0,-0.13757401704788208,0.45320263504981995,-0.35072827339172363,-0.011699885129928589,0.8341014888137579,0.025375575
8,2025-02-01,442,150,100,12,541,5,17,0.61,2025,2,1,0.8660254037844386,0.5000000000000001,0.8888888888888888,0.06013888888888889,0,0,0,0.025375574827194214,-0.13757401704788208,0.45320263504981995,0.11366806427637736,0.8312307285765806,-0.0021513116
8,2025-03-01,442,150,100,12,541,5,17,0.61,2025,3,1,1.0,6.123233995736766e-17,0.8888888888888888,0.06013888888888889,0,0,0,-0.002151311608031392,0.025375574827194214,-0.13757401704788208,-0.03811658460957309,-0.0011856172932311893,-0.09327217
8,2025-04-01,442,150,100,12,541,5,17,0.61,2025,4,2,0.8660254037844387,-0.4999999999999998,0.8888888888888888,0.06013888888888889,0,0,0,-0.09327217191457748,-0.002151311608031392,0.025375574827194214,-0.023349302898471553,-0.017524594014200073,-0.09327217
8,2025-05-01,442,150,100,12,541,5,17,0.61,2025,5,2,0.49999999999999994,-0.8660254037844387,0.8888888888888888,0.06013888888888889,0,0,0,-0.09327217191457748,-0.09327217191457748,-0.002151311608031392,-0.06289855181239545,0.025384756231990952,-0.10312333
8,2025-06-01,442,150,100,12,541,5,17,0.61,2025,6,2,1.2246467991473532e-16,-1.0,0.8888888888888888,0.06013888888888889,0,0,0,-0.10312332957983017,-0.09327217191457748,-0.09327217191457748,-0.09655589113632838,-0.06733623787295073,-0.10312333
9,2024-07-01,316,145,88,27,727,6,14,0.52,2024,7,3,-0.4999999999999997,-0.8660254037844388,0.6666666666666666,0.07194444444444444,0,0,0,0.0,9.0,0.0,3.0,2.8333333333333335,-0.34030473
9,2024-08-01,316,145,88,27,727,6,14,0.52,2024,8,3,-0.8660254037844385,-0.5000000000000004,0.6666666666666666,0.07194444444444444,0,0,0,-0.34030473232269287,0.0,9.0,2.886565089225769,1.6099492112795513,1.9748833
9,2024-09-01,316,145,88,27,727,6,14,0.52,2024,9,3,-1.0,-1.8369701987210297e-16,0.6666666666666666,0.07194444444444444,0,0,0,1.9748833179473877,-0.34030473232269287,0.0,0.5448595285415649,1.7724297642707825,-0.14703576
9,2024-10-01,316,145,88,27,727,6,14,0.52,2024,10,4,-0.8660254037844386,0.5000000000000001,0.6666666666666666,0.07194444444444444,0,0,0,-0.14703576266765594,1.9748833179473877,-0.34030473232269287,0.4958476076523463,1.747923803826173,-0.3904906
9,2024-11-01,316,145,88,27,727,6,14,0.52,2024,11,4,-0.5000000000000004,0.8660254037844384,0.6666666666666666,0.07194444444444444,0,0,0,-0.3904905915260315,-0.14703576266765594,1.9748833179473877,0.4791189879179001,1.6828420385718346,-0.20238681
9,2024-12-01,316,145,88,27,727,6,14,0.52,2024,12,4,-2.4492935982947064e-16,1.0,0.6666666666666666,0.07194444444444444,0,0,0,-0.20238681137561798,-0.3904905915260315,-0.14703576266765594,-0.24663772185643515,0.1491109033425649,-0.12867571
9,2025-01-01,316,145,88,27,727,6,14,0.52,2025,1,1,0.49999999999999994,0.8660254037844387,0.6666666666666666,0.07194444444444444,0,0,0,-0.12867571413516998,-0.20238681137561798,-0.3904905915260315,-0.24051770567893982,0.12766495098670325,0.030443717
9,2025-02-01,316,145,88,27,727,6,14,0.52,2025,2,1,0.8660254037844386,0.5000000000000001,0.6666666666666666,0.07194444444444444,0,0,0,0.030443716794252396,-0.12867571413516998,-0.20238681137561798,-0.10020626957217853,0.18945635917286077,0.0020130584
9,2025-03-01,316,145,88,27,727,6,14,0.52,2025,3,1,1.0,6.123233995736766e-17,0.6666666666666666,0.07194444444444444,0,0,0,0.00201305840164423,0.030443716794252396,-0.12867571413516998,-0.03207297964642445,-0.1393553507514298,-0.12256933
9,2025-04-01,316,145,88,27,727,6,14,0.52,2025,4,2,0.8660254037844387,-0.4999999999999998,0.6666666666666666,0.07194444444444444,0,0,0,-0.12256933003664017,0.00201305840164423,0.030443716794252396,-0.03003751828024785,-0.13527761197959384,-0.12256933
9,2025-05-01,316,145,88,27,727,6,14,0.52,2025,5,2,0.49999999999999994,-0.8660254037844387,0.6666666666666666,0.07194444444444444,0,0,0,-0.12256933003664017,-0.12256933003664017,0.00201305840164423,-0.0810418672238787,-0.09062406839802861,-0.1324205
